age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,blue-collar,married,secondary,no,355.39,no,no,unknown,12,jan,234,3,-1,1,nonexistent,yes
66,management,divorced,secondary,no,5418.57,yes,no,unknown,19,aug,91,6,335,0,nonexistent,no
70,blue-collar,married,secondary,no,-3703.24,yes,no,cellular,25,mar,275,3,-1,1,nonexistent,no
42,management,married,secondary,no,-2182.66,no,no,unknown,26,apr,29,3,-1,0,nonexistent,no
71,services,single,tertiary,no,-2697.05,no,no,cellular,23,feb,188,5,-1,0,nonexistent,no
82,retired,married,secondary,no,5605.08,no,yes,cellular,5,aug,195,2,-1,0,nonexistent,yes
76,admin.,married,tertiary,no,-443.2,no,yes,cellular,4,mar,259,2,-1,0,nonexistent,no
72,technician,married,tertiary,no,419.98,no,no,unknown,21,sep,283,3,-1,0,failure,no
63,blue-collar,married,primary,no,-3443.9,yes,no,unknown,25,apr,445,2,-1,1,nonexistent,no
37,technician,married,tertiary,no,612.84,yes,no,unknown,18,may,247,2,273,0,other,no
75,entrepreneur,married,tertiary,no,3999.57,yes,yes,cellular,26,jun,62,6,-1,1,nonexistent,yes
44,technician,married,secondary,no,2158.87,no,no,cellular,19,jul,113,6,44,0,nonexistent,no
56,blue-collar,single,secondary,no,1076.41,yes,no,unknown,10,oct,1267,3,-1,2,nonexistent,no
40,blue-collar,married,tertiary,no,-3294.66,yes,no,unknown,24,feb,46,2,-1,1,nonexistent,no
40,management,married,secondary,no,416.14,no,no,unknown,22,mar,916,4,178,1,nonexistent,no
29,admin.,single,secondary,no,1840.74,yes,no,telephone,11,oct,827,5,288,2,nonexistent,no
87,blue-collar,married,secondary,no,-1575.47,no,no,telephone,17,nov,61,2,-1,1,nonexistent,no
28,services,married,secondary,no,3364.67,yes,no,cellular,17,jun,503,3,178,0,nonexistent,no
24,technician,single,tertiary,no,4055.21,no,no,unknown,3,jan,348,1,46,0,nonexistent,no
85,admin.,divorced,secondary,no,-185.95,no,no,cellular,8,nov,569,4,238,0,success,yes
57,technician,married,secondary,no,3577.5,yes,no,unknown,7,aug,117,2,391,0,nonexistent,no
49,technician,married,secondary,no,1070.78,yes,yes,cellular,8,jul,349,5,-1,0,nonexistent,no
71,technician,single,tertiary,no,4841.41,yes,no,unknown,15,may,143,4,383,0,nonexistent,no
45,services,divorced,secondary,no,7502.45,no,no,cellular,15,sep,92,2,291,0,nonexistent,no
27,services,married,tertiary,no,-1881.0,no,no,cellular,25,apr,272,3,-1,0,nonexistent,no
70,management,married,tertiary,no,3708.45,yes,yes,cellular,1,may,434,4,133,1,failure,no
30,services,married,secondary,no,5314.89,yes,yes,telephone,24,oct,405,5,-1,3,success,yes
57,technician,married,tertiary,no,-1512.04,no,no,unknown,7,may,529,3,-1,0,nonexistent,yes
86,admin.,divorced,secondary,no,-325.36,yes,yes,telephone,10,dec,126,5,264,1,nonexistent,no
85,blue-collar,single,tertiary,no,-359.13,no,no,cellular,5,jun,823,1,185,1,nonexistent,no
43,admin.,married,secondary,no,1001.66,yes,no,cellular,1,jul,266,1,373,0,nonexistent,no
74,unemployed,single,secondary,no,330.9,yes,no,unknown,4,aug,87,4,309,0,nonexistent,no
62,management,single,secondary,no,805.15,yes,no,unknown,7,sep,501,3,-1,1,nonexistent,no
52,services,married,secondary,no,3913.96,yes,no,unknown,11,jul,238,7,-1,0,nonexistent,no
28,technician,single,tertiary,no,-4287.44,no,no,cellular,9,may,159,3,-1,0,nonexistent,no
45,unknown,married,tertiary,no,-1521.68,no,no,unknown,3,oct,240,5,117,2,nonexistent,no
64,blue-collar,married,primary,no,3409.78,no,no,cellular,10,sep,38,1,-1,0,nonexistent,no
89,technician,married,secondary,no,3058.33,no,no,unknown,5,jan,713,1,-1,0,nonexistent,no
18,technician,married,secondary,no,-1775.63,no,no,cellular,20,aug,379,2,-1,2,failure,no
69,admin.,divorced,secondary,no,3079.11,no,no,cellular,19,nov,267,3,-1,0,nonexistent,yes
78,student,married,primary,no,5380.6,no,no,cellular,2,jul,198,3,199,0,nonexistent,no
86,entrepreneur,married,secondary,no,1252.92,no,no,unknown,19,dec,548,6,290,0,nonexistent,no
48,self-employed,married,tertiary,no,-1623.88,no,no,telephone,26,may,741,2,-1,0,nonexistent,yes
26,management,married,secondary,no,4024.86,yes,no,telephone,27,mar,78,6,-1,0,nonexistent,no
37,blue-collar,married,tertiary,no,6569.14,yes,yes,cellular,2,jun,266,2,2,1,nonexistent,no
79,blue-collar,single,secondary,yes,-1258.42,yes,no,unknown,26,feb,332,4,223,0,nonexistent,no
81,admin.,married,secondary,no,1517.76,yes,no,cellular,12,jan,544,5,-1,1,nonexistent,no
63,admin.,married,secondary,no,4670.47,yes,yes,cellular,25,jul,421,2,231,0,nonexistent,no
26,self-employed,single,secondary,no,1746.08,yes,no,unknown,6,jan,348,3,67,0,nonexistent,no
26,entrepreneur,married,secondary,no,-3841.89,yes,no,cellular,20,jan,247,2,-1,1,nonexistent,no
52,blue-collar,single,unknown,no,2730.25,no,no,cellular,23,jun,68,4,-1,2,failure,no
60,services,married,tertiary,no,-1536.43,no,no,cellular,8,mar,281,2,-1,1,nonexistent,no
20,services,married,tertiary,no,-2412.17,yes,no,telephone,21,mar,205,4,339,1,failure,no
67,management,single,primary,no,-3783.24,no,no,cellular,5,jul,77,2,-1,0,success,no
57,unemployed,single,primary,no,4971.22,no,no,cellular,20,apr,742,3,-1,1,success,yes
18,housemaid,single,secondary,no,-1104.13,no,no,cellular,27,aug,263,4,342,2,nonexistent,no
24,technician,married,tertiary,no,2400.01,yes,no,telephone,9,jun,413,3,-1,3,failure,no
50,admin.,married,tertiary,no,3136.86,yes,no,cellular,27,mar,213,7,-1,0,other,no
70,services,single,secondary,no,1885.46,yes,no,cellular,19,sep,102,5,125,0,nonexistent,yes
77,unknown,married,unknown,no,2289.71,no,no,cellular,15,dec,435,3,283,0,nonexistent,no
49,technician,single,primary,no,2543.14,no,no,cellular,10,sep,777,2,143,0,nonexistent,no
39,retired,married,secondary,no,1814.29,no,no,cellular,16,mar,539,4,193,2,nonexistent,no
87,self-employed,single,secondary,no,-880.48,no,no,telephone,28,jul,360,5,235,1,nonexistent,no
51,entrepreneur,married,secondary,no,-1148.01,no,yes,cellular,1,feb,207,5,26,0,nonexistent,no
40,services,married,tertiary,no,1085.06,no,no,cellular,25,jan,310,2,72,2,nonexistent,yes
49,technician,married,tertiary,no,1021.51,no,no,cellular,5,feb,425,3,140,0,nonexistent,no
18,unknown,married,primary,no,2687.96,no,no,cellular,25,oct,193,2,306,0,nonexistent,no
39,management,single,secondary,no,4704.95,yes,no,telephone,16,dec,421,3,103,0,nonexistent,no
55,admin.,married,secondary,no,2431.72,no,no,telephone,26,aug,220,1,268,2,success,yes
84,retired,married,primary,no,-1032.65,yes,no,unknown,6,nov,26,2,-1,1,failure,yes
71,admin.,divorced,secondary,no,-5143.47,yes,no,cellular,2,may,108,2,-1,0,nonexistent,yes
74,blue-collar,single,secondary,no,-906.81,no,no,cellular,14,jan,230,2,-1,2,nonexistent,no
57,blue-collar,married,secondary,no,-2633.47,yes,yes,cellular,22,nov,281,5,5,0,nonexistent,no
25,services,divorced,secondary,yes,-791.12,yes,yes,cellular,23,sep,501,4,-1,1,success,yes
46,blue-collar,married,secondary,no,2126.83,no,no,unknown,22,aug,325,3,-1,0,nonexistent,no
89,blue-collar,single,tertiary,yes,1653.17,yes,no,cellular,23,jan,50,6,135,0,nonexistent,no
21,admin.,married,secondary,no,6974.53,yes,no,cellular,22,dec,425,2,273,1,nonexistent,yes
81,technician,married,secondary,no,2849.24,yes,no,telephone,25,jan,199,2,131,1,failure,no
67,services,married,secondary,no,7127.5,yes,no,cellular,5,jan,67,3,-1,0,nonexistent,no
38,admin.,married,tertiary,yes,3545.42,yes,no,unknown,7,jan,422,3,-1,0,nonexistent,yes
74,admin.,married,primary,no,4657.12,yes,no,cellular,1,dec,471,3,197,0,nonexistent,yes
78,retired,married,primary,no,323.29,no,no,unknown,13,oct,293,2,-1,2,nonexistent,yes
21,blue-collar,single,tertiary,no,-1823.53,yes,no,telephone,8,feb,337,4,140,1,success,yes
25,retired,married,tertiary,no,53.12,no,no,unknown,18,jun,286,3,-1,0,nonexistent,no
65,management,married,secondary,no,1364.39,yes,yes,cellular,16,jul,412,1,-1,0,nonexistent,no
89,technician,divorced,secondary,no,-484.48,yes,no,cellular,17,jul,225,4,-1,0,nonexistent,no
19,blue-collar,single,unknown,no,-1603.43,no,no,cellular,19,mar,23,4,329,0,nonexistent,no
65,services,divorced,primary,no,2650.51,yes,no,unknown,28,jan,109,2,-1,0,nonexistent,no
27,admin.,married,secondary,no,-1616.19,yes,no,cellular,3,jan,130,1,-1,0,nonexistent,no
64,unemployed,married,secondary,no,-3200.48,yes,no,cellular,8,nov,200,4,376,0,nonexistent,yes
62,unknown,married,secondary,no,-1966.26,yes,yes,cellular,12,aug,218,2,-1,0,nonexistent,no
24,services,married,secondary,no,696.93,yes,no,unknown,2,dec,693,3,207,0,nonexistent,yes
67,management,married,tertiary,no,-1572.76,yes,no,cellular,23,nov,260,1,42,0,nonexistent,no
82,blue-collar,single,secondary,no,715.73,yes,no,cellular,11,mar,337,2,389,0,nonexistent,yes
80,technician,single,secondary,no,3201.33,yes,no,telephone,5,feb,232,4,12,0,nonexistent,no
20,services,single,secondary,no,3123.33,yes,yes,unknown,15,aug,286,3,-1,2,nonexistent,no
35,blue-collar,married,tertiary,no,-582.48,no,no,unknown,6,mar,334,2,392,0,nonexistent,no
35,management,single,primary,no,-2511.82,yes,yes,cellular,11,sep,540,3,-1,0,nonexistent,yes
50,management,married,secondary,no,-326.87,no,no,cellular,19,dec,531,1,-1,0,nonexistent,no
28,technician,divorced,tertiary,no,3366.93,no,no,cellular,9,dec,65,5,-1,0,other,yes
79,services,married,secondary,no,4067.59,yes,yes,cellular,24,apr,135,6,148,0,nonexistent,no
73,self-employed,married,primary,no,2458.67,yes,no,cellular,8,jun,199,3,-1,0,nonexistent,no
76,self-employed,married,secondary,no,5004.31,yes,no,cellular,4,sep,502,5,-1,0,other,yes
32,blue-collar,single,tertiary,no,6587.61,yes,no,cellular,12,mar,311,2,-1,1,nonexistent,no
19,housemaid,divorced,primary,no,-49.68,yes,no,cellular,6,jul,217,1,13,0,nonexistent,no
83,admin.,divorced,tertiary,no,5859.69,yes,no,telephone,20,may,84,5,269,1,nonexistent,no
38,technician,single,tertiary,no,618.35,no,no,cellular,15,jul,438,3,-1,0,nonexistent,yes
65,management,divorced,secondary,no,4459.55,no,no,unknown,5,aug,557,6,286,0,nonexistent,yes
83,management,single,secondary,no,3525.72,yes,no,unknown,10,nov,114,1,-1,2,nonexistent,yes
20,blue-collar,married,tertiary,no,-4531.18,no,yes,cellular,25,jun,48,5,153,1,nonexistent,no
18,blue-collar,single,secondary,no,-1498.68,yes,no,cellular,23,apr,244,2,-1,0,failure,no
18,retired,married,tertiary,no,-2263.86,yes,no,unknown,18,jan,248,2,393,0,nonexistent,no
29,blue-collar,married,tertiary,no,-3946.14,yes,no,unknown,26,sep,668,3,29,1,nonexistent,yes
21,admin.,married,primary,no,4037.94,no,no,cellular,4,oct,156,5,347,0,failure,no
77,technician,married,tertiary,no,7606.32,yes,no,cellular,21,may,134,2,-1,0,nonexistent,no
61,housemaid,divorced,secondary,no,626.98,no,no,unknown,1,nov,129,3,29,0,nonexistent,no
88,housemaid,divorced,secondary,no,3962.47,no,no,telephone,17,jun,90,3,-1,0,nonexistent,no
75,management,married,secondary,no,5853.88,yes,yes,telephone,2,jun,222,4,-1,1,nonexistent,no
87,technician,single,secondary,no,2025.0,yes,no,cellular,10,jan,457,3,-1,0,nonexistent,no
35,blue-collar,married,tertiary,no,1324.06,yes,no,unknown,3,jul,471,6,-1,0,nonexistent,no
38,student,married,tertiary,no,662.94,no,yes,cellular,8,aug,94,2,76,0,nonexistent,no
79,unemployed,married,secondary,no,3012.68,yes,no,cellular,19,jun,517,2,44,0,nonexistent,yes
35,services,married,secondary,no,4024.08,yes,no,telephone,22,jul,263,2,-1,1,nonexistent,no
22,management,married,tertiary,no,2785.41,yes,no,cellular,27,jul,35,4,371,0,nonexistent,no
66,student,married,tertiary,no,2682.39,no,no,cellular,28,sep,420,2,-1,0,failure,no
75,management,married,secondary,no,1246.39,no,no,telephone,4,feb,537,5,61,3,success,yes
87,management,married,secondary,no,-3378.86,yes,yes,cellular,26,jul,165,2,-1,0,nonexistent,no
84,management,divorced,tertiary,no,4093.15,yes,yes,unknown,8,jun,258,4,390,0,nonexistent,yes
26,blue-collar,married,secondary,no,-2453.88,yes,no,cellular,25,may,215,3,81,0,nonexistent,no
73,admin.,married,secondary,no,3258.16,yes,no,cellular,25,jun,277,3,5,0,nonexistent,no
78,management,married,secondary,no,3667.21,yes,no,cellular,26,sep,210,2,377,2,nonexistent,yes
68,blue-collar,married,secondary,no,-2021.3,no,no,cellular,15,dec,298,5,-1,0,nonexistent,no
77,management,married,primary,no,-423.4,yes,no,cellular,22,mar,21,2,338,0,nonexistent,no
78,retired,married,primary,yes,7764.42,yes,yes,cellular,12,jan,159,3,-1,0,nonexistent,no
50,unemployed,single,tertiary,no,1161.55,yes,no,cellular,3,may,230,3,8,0,nonexistent,no
20,admin.,married,unknown,no,-2260.64,yes,no,cellular,14,apr,386,3,-1,0,nonexistent,no
50,self-employed,single,secondary,no,3802.64,no,no,cellular,6,jan,22,5,119,0,nonexistent,no
32,management,married,primary,no,-918.03,no,no,cellular,3,jun,539,5,-1,0,nonexistent,no
26,admin.,married,tertiary,no,-4361.57,yes,no,cellular,4,jul,260,4,142,0,nonexistent,no
26,blue-collar,married,secondary,no,2959.31,yes,no,cellular,7,nov,508,4,177,1,nonexistent,yes
68,admin.,married,unknown,no,-1349.85,no,no,cellular,23,sep,330,3,356,1,nonexistent,no
54,blue-collar,married,secondary,no,2363.57,no,no,unknown,27,jun,634,1,-1,0,nonexistent,yes
56,blue-collar,married,secondary,no,-1038.07,no,no,cellular,24,aug,345,5,47,0,nonexistent,no
71,management,married,secondary,no,3521.61,no,no,unknown,19,apr,52,2,191,1,nonexistent,no
57,management,single,secondary,no,1950.49,no,no,unknown,25,feb,399,1,45,0,nonexistent,no
63,admin.,married,tertiary,no,-6367.63,no,no,unknown,9,jul,280,3,179,0,nonexistent,yes
24,blue-collar,married,primary,yes,2546.04,no,yes,unknown,26,jun,150,4,-1,1,nonexistent,no
79,admin.,single,tertiary,no,530.81,no,no,cellular,27,apr,289,3,202,0,nonexistent,no
50,retired,married,tertiary,no,5650.15,no,no,cellular,5,nov,351,2,-1,1,success,no
29,blue-collar,single,tertiary,no,2585.62,no,no,telephone,12,jul,301,1,42,2,nonexistent,yes
76,retired,divorced,tertiary,no,3668.47,yes,no,cellular,8,jul,66,3,322,0,nonexistent,no
70,blue-collar,divorced,secondary,no,-731.62,yes,no,cellular,4,sep,676,1,316,0,nonexistent,no
21,admin.,married,secondary,no,-970.2,no,no,telephone,5,apr,441,4,163,0,success,yes
31,unemployed,married,tertiary,no,1323.05,yes,no,cellular,28,jul,247,4,271,0,nonexistent,no
19,admin.,single,secondary,no,318.15,yes,no,cellular,6,nov,198,3,228,1,nonexistent,no
37,blue-collar,single,primary,no,5414.03,yes,no,cellular,19,aug,647,3,45,1,nonexistent,yes
25,blue-collar,single,secondary,no,940.04,yes,no,cellular,25,nov,299,2,52,1,failure,no
69,unknown,married,secondary,no,-2274.47,yes,no,unknown,22,jan,71,1,-1,0,success,no
55,retired,married,tertiary,no,-1082.74,yes,no,telephone,13,sep,649,3,258,1,nonexistent,no
88,retired,married,secondary,no,4295.15,yes,no,cellular,1,aug,174,1,318,0,nonexistent,no
71,unknown,married,tertiary,no,898.23,yes,no,cellular,12,nov,70,7,35,0,nonexistent,no
62,admin.,married,unknown,no,737.86,yes,yes,cellular,8,dec,304,1,296,0,nonexistent,no
54,unknown,divorced,secondary,no,4580.56,yes,no,cellular,25,feb,142,2,185,0,other,no
21,blue-collar,married,tertiary,no,-1344.29,yes,no,unknown,27,jun,228,2,-1,2,nonexistent,yes
23,self-employed,single,primary,no,-5305.53,yes,no,telephone,7,dec,340,4,-1,0,other,no
62,management,divorced,primary,no,-1158.6,no,no,unknown,5,oct,7,1,-1,0,success,no
18,housemaid,married,secondary,no,2126.27,yes,no,cellular,23,feb,275,2,218,0,nonexistent,no
21,unemployed,married,secondary,no,651.47,no,no,cellular,25,jul,555,1,-1,0,nonexistent,no
33,blue-collar,single,secondary,no,-3281.29,no,no,cellular,28,may,77,4,-1,0,nonexistent,no
81,unknown,married,secondary,no,4448.18,yes,no,cellular,22,sep,16,6,-1,0,nonexistent,no
51,housemaid,married,secondary,no,1890.49,yes,no,cellular,13,jul,452,1,-1,1,nonexistent,no
69,self-employed,single,primary,no,2567.04,yes,no,cellular,11,apr,266,4,129,1,nonexistent,yes
47,unknown,single,tertiary,no,2658.83,yes,no,cellular,2,jun,370,5,215,0,nonexistent,yes
30,admin.,single,primary,no,-2495.57,no,yes,cellular,25,dec,176,4,399,1,nonexistent,no
44,technician,divorced,tertiary,no,2308.64,no,no,telephone,28,may,297,4,98,2,other,no
24,retired,married,tertiary,no,4122.36,no,yes,cellular,26,mar,654,1,-1,0,nonexistent,yes
73,services,single,tertiary,no,4820.93,no,no,cellular,17,feb,374,4,213,1,nonexistent,no
31,blue-collar,single,secondary,no,3563.79,no,no,telephone,25,feb,87,4,-1,0,nonexistent,no
45,management,single,tertiary,no,2939.39,no,no,cellular,1,jan,523,2,-1,1,nonexistent,no
88,services,single,tertiary,no,-3812.26,yes,yes,cellular,12,jan,236,1,296,1,nonexistent,no
60,management,single,tertiary,no,1355.2,yes,no,cellular,4,jul,25,2,246,0,nonexistent,no
51,blue-collar,divorced,unknown,no,-1469.72,yes,no,cellular,17,jul,121,2,60,0,nonexistent,no
57,blue-collar,married,secondary,no,5246.5,yes,no,telephone,1,oct,97,4,116,2,nonexistent,yes
74,technician,single,secondary,no,4791.14,yes,no,cellular,9,aug,227,3,-1,0,nonexistent,no
36,admin.,married,tertiary,no,-1451.59,yes,no,cellular,12,mar,534,2,-1,1,nonexistent,no
63,services,married,primary,no,1262.07,no,no,cellular,4,aug,438,4,28,0,nonexistent,yes
80,unknown,single,secondary,no,2145.53,yes,no,cellular,3,jun,147,1,-1,1,nonexistent,no
59,admin.,single,tertiary,no,4102.37,no,no,cellular,26,mar,348,2,-1,2,success,no
50,blue-collar,married,tertiary,no,-3626.85,yes,no,cellular,8,aug,165,5,79,0,other,no
28,services,married,secondary,no,-5228.87,yes,no,cellular,28,aug,197,2,-1,1,nonexistent,no
35,admin.,married,secondary,no,1514.45,no,no,cellular,11,jun,316,2,-1,1,nonexistent,no
86,retired,married,secondary,no,-6194.25,yes,yes,cellular,2,feb,77,2,-1,1,nonexistent,no
56,services,married,secondary,no,1875.72,no,no,unknown,3,jan,211,2,375,0,nonexistent,no
39,retired,divorced,tertiary,no,3176.62,no,no,unknown,20,oct,213,1,-1,1,success,yes
48,entrepreneur,married,tertiary,no,5108.24,yes,no,telephone,1,feb,132,3,25,0,nonexistent,no
59,services,divorced,secondary,no,-467.7,yes,no,unknown,27,apr,345,1,-1,1,nonexistent,yes
56,retired,married,secondary,no,1883.54,yes,no,cellular,8,sep,347,3,275,0,nonexistent,no
68,blue-collar,single,tertiary,no,3354.53,yes,no,telephone,18,jun,106,1,-1,0,nonexistent,no
36,retired,married,tertiary,no,-2127.16,no,yes,unknown,13,oct,74,1,97,1,failure,no
64,technician,single,secondary,no,4146.04,no,no,unknown,2,may,238,4,-1,1,failure,no
49,services,single,secondary,no,2223.03,yes,no,unknown,20,nov,117,2,357,0,success,no
85,management,single,primary,no,-416.34,no,no,unknown,1,may,178,5,1,0,nonexistent,no
29,blue-collar,divorced,tertiary,no,1824.14,no,no,cellular,23,jan,5,2,-1,0,nonexistent,no
28,admin.,married,secondary,no,982.0,yes,no,unknown,15,sep,212,1,201,0,nonexistent,yes
51,blue-collar,married,secondary,no,3740.22,yes,yes,cellular,9,aug,185,2,53,1,nonexistent,no
54,admin.,married,tertiary,no,318.62,no,no,cellular,27,dec,80,2,291,1,nonexistent,no
67,unknown,single,tertiary,no,2081.27,no,no,cellular,6,feb,420,4,382,0,nonexistent,no
47,blue-collar,married,tertiary,no,-462.79,yes,no,cellular,8,jul,182,1,-1,0,nonexistent,no
83,technician,married,secondary,no,-1413.53,yes,no,cellular,19,sep,261,3,-1,0,nonexistent,no
52,blue-collar,married,secondary,no,1914.6,yes,no,cellular,10,may,404,2,-1,0,nonexistent,no
27,blue-collar,married,tertiary,no,-1290.3,no,no,cellular,14,apr,361,5,46,0,nonexistent,yes
26,management,single,unknown,no,3801.74,no,no,cellular,23,apr,60,1,-1,0,nonexistent,no
88,blue-collar,single,unknown,yes,3176.7,yes,no,cellular,26,jan,270,5,-1,1,nonexistent,no
27,technician,single,tertiary,no,-895.34,no,no,cellular,23,aug,130,2,-1,0,nonexistent,no
86,unemployed,single,secondary,no,2041.34,yes,no,telephone,3,oct,505,1,175,0,nonexistent,no
38,technician,divorced,secondary,no,-909.1,no,no,unknown,27,jun,750,2,110,0,nonexistent,yes
24,blue-collar,married,secondary,no,-3412.94,no,no,telephone,12,jan,551,6,96,0,nonexistent,no
39,technician,divorced,tertiary,no,-391.68,yes,no,cellular,24,oct,413,3,213,0,nonexistent,no
62,blue-collar,married,secondary,no,1249.05,yes,no,unknown,9,nov,229,4,-1,1,nonexistent,yes
48,technician,single,tertiary,no,2964.23,yes,no,unknown,17,aug,439,5,-1,2,nonexistent,no
74,management,single,tertiary,no,1848.44,no,no,cellular,28,feb,40,5,10,1,nonexistent,no
61,blue-collar,married,unknown,no,4123.02,no,no,cellular,27,may,143,3,-1,0,other,no
46,blue-collar,married,tertiary,no,-1543.5,yes,no,cellular,19,jul,349,3,173,0,nonexistent,no
63,admin.,married,secondary,no,269.9,no,no,unknown,18,dec,208,2,127,1,nonexistent,no
87,blue-collar,married,secondary,no,6333.1,no,no,unknown,1,jun,92,2,-1,1,nonexistent,no
47,technician,divorced,unknown,no,-4393.24,yes,no,unknown,17,jan,343,5,75,0,nonexistent,no
29,technician,married,secondary,no,44.14,yes,no,unknown,12,sep,625,3,134,1,nonexistent,no
47,unknown,married,secondary,no,-1814.48,yes,no,telephone,1,sep,588,1,346,0,nonexistent,no
78,admin.,married,unknown,no,813.8,yes,yes,cellular,27,mar,145,7,59,0,nonexistent,no
33,retired,married,tertiary,no,96.66,no,no,cellular,13,may,700,5,-1,0,nonexistent,no
86,blue-collar,married,secondary,no,3206.47,no,no,cellular,22,jan,168,3,191,1,nonexistent,no
60,retired,married,primary,no,2166.56,yes,no,cellular,2,feb,275,5,148,2,failure,no
61,blue-collar,married,secondary,no,-2516.85,yes,no,cellular,7,apr,487,2,326,0,nonexistent,no
40,blue-collar,married,tertiary,no,-364.49,yes,no,cellular,26,feb,20,4,352,0,failure,no
84,retired,married,secondary,no,1399.65,yes,no,unknown,27,apr,263,4,369,0,nonexistent,no
20,blue-collar,married,secondary,no,3618.14,yes,no,cellular,1,aug,114,2,295,1,nonexistent,no
39,management,single,secondary,no,8698.87,no,no,unknown,25,may,186,6,335,1,nonexistent,no
48,services,married,tertiary,no,3508.39,no,no,unknown,9,feb,487,2,-1,1,nonexistent,yes
52,blue-collar,married,tertiary,no,-1637.5,no,no,cellular,7,aug,167,2,275,0,nonexistent,no
52,unemployed,divorced,secondary,no,1118.46,yes,no,cellular,28,nov,230,2,103,0,nonexistent,no
28,management,married,secondary,no,1942.93,yes,no,cellular,15,aug,240,3,-1,0,nonexistent,no
34,technician,married,secondary,no,-158.17,no,no,unknown,23,apr,397,2,-1,0,nonexistent,yes
24,services,single,secondary,no,2810.77,yes,no,telephone,4,oct,466,6,322,0,nonexistent,no
59,services,married,secondary,no,-5414.13,yes,no,cellular,22,may,304,3,-1,0,nonexistent,no
43,services,single,secondary,no,3059.45,no,no,telephone,11,jan,181,4,214,0,failure,no
58,technician,single,secondary,no,-29.16,no,no,unknown,20,aug,287,2,219,0,nonexistent,no
60,retired,divorced,secondary,no,1070.88,no,no,cellular,19,sep,175,2,195,1,nonexistent,no
68,blue-collar,divorced,secondary,no,5797.17,yes,no,telephone,2,mar,740,3,190,0,nonexistent,no
57,admin.,married,secondary,no,-2384.55,no,yes,cellular,25,may,230,1,-1,1,nonexistent,no
64,retired,single,primary,no,2218.16,yes,yes,cellular,9,jan,541,1,190,1,nonexistent,no
60,admin.,married,tertiary,no,3781.76,yes,yes,unknown,11,jun,544,3,-1,0,nonexistent,yes
64,blue-collar,single,secondary,no,1911.01,yes,no,cellular,23,jun,305,5,196,0,nonexistent,yes
62,admin.,married,primary,no,-3442.58,no,no,unknown,25,apr,333,2,-1,0,nonexistent,no
40,retired,married,unknown,no,5451.19,yes,no,telephone,26,jul,334,2,323,0,other,no
35,blue-collar,married,secondary,no,765.94,no,no,cellular,13,sep,383,2,-1,0,nonexistent,no
74,retired,married,tertiary,no,-182.62,no,no,telephone,10,jun,87,1,-1,0,nonexistent,no
42,technician,married,secondary,no,468.55,no,no,cellular,23,oct,967,3,-1,0,nonexistent,no
57,technician,married,tertiary,no,253.56,yes,no,cellular,8,jun,284,2,277,0,nonexistent,yes
32,blue-collar,divorced,secondary,no,-2170.54,no,no,cellular,19,may,623,2,300,0,nonexistent,no
49,retired,married,secondary,no,1894.85,yes,no,unknown,7,aug,288,4,-1,0,nonexistent,no
56,retired,single,tertiary,no,-391.7,yes,no,unknown,6,mar,300,3,-1,0,nonexistent,no
63,management,single,tertiary,no,3412.66,yes,no,cellular,16,nov,151,2,323,1,nonexistent,no
55,services,single,secondary,no,2952.79,no,yes,cellular,25,aug,170,2,-1,0,other,no
43,blue-collar,married,tertiary,no,6277.01,no,no,unknown,9,may,33,1,112,0,nonexistent,yes
87,unknown,single,secondary,no,765.1,no,no,telephone,21,mar,848,4,-1,0,nonexistent,yes
54,admin.,single,tertiary,no,-1009.75,yes,no,cellular,1,oct,554,1,289,1,nonexistent,no
76,technician,single,tertiary,no,-3009.23,yes,no,cellular,20,jan,151,3,-1,1,nonexistent,no
71,retired,divorced,primary,no,7980.03,yes,no,cellular,11,jan,267,2,393,0,nonexistent,yes
58,blue-collar,married,tertiary,no,3386.32,no,no,cellular,3,aug,387,5,-1,0,failure,no
81,student,married,unknown,no,-677.26,no,no,cellular,16,jun,94,1,-1,0,nonexistent,no
27,admin.,divorced,tertiary,no,6479.47,no,no,telephone,7,mar,138,1,105,1,nonexistent,no
84,technician,married,primary,no,5468.49,yes,no,telephone,18,may,240,3,305,0,nonexistent,no
79,retired,single,tertiary,no,-2653.83,yes,no,cellular,2,oct,652,2,-1,0,failure,yes
54,admin.,married,secondary,no,-860.42,no,no,telephone,10,jun,147,2,-1,2,success,no
70,admin.,married,secondary,no,1003.03,yes,no,cellular,7,jul,394,2,43,0,nonexistent,no
55,student,married,tertiary,no,-1810.26,yes,no,unknown,9,feb,819,2,-1,0,nonexistent,no
37,blue-collar,married,secondary,no,1110.26,yes,yes,cellular,1,sep,558,4,-1,0,nonexistent,no
75,technician,divorced,tertiary,no,3535.89,yes,no,cellular,8,feb,84,2,-1,0,nonexistent,no
35,technician,married,tertiary,no,-2719.78,yes,no,cellular,3,mar,175,1,23,2,nonexistent,no
40,services,single,secondary,no,2279.0,no,no,cellular,18,apr,241,4,-1,0,nonexistent,no
55,blue-collar,married,unknown,no,4905.49,no,yes,telephone,13,jun,129,4,182,0,nonexistent,no
78,services,divorced,secondary,no,2600.66,no,yes,cellular,8,apr,497,5,74,0,nonexistent,no
45,unemployed,married,secondary,no,1173.15,yes,no,cellular,18,oct,76,4,140,0,nonexistent,no
